Vessel name,Bandeira,Total embarked,Total disembarked,Percent men,Percent women,Mortality rate,Middle passage,Captain's name
Auguste (a) Philippe,France,535,440,,,,,"Thuez, Charles"
Bienfaisant,France,376,335,,,,,"Luzet, Michel"
Céron,France,462,380,,,,,"Métayer, Jean-Baptiste"
Chacal (a) Aimable (a) Levrette,France,307,277,,,,,"Dugas, Hypolite"
Charles (a) Adolphe,France,490,444,,,,,"Blond, Pierre"
Deux Amis,France,535,440,,,,,Le Gonniat
Dorade,France,2,2,,,,,"Roche, Etienne"
Elina,France,,,,,,,
Etienne,France,535,440,,,,,Signoret
Europe (a) Alphone,France,535,440,,,,,Blanchard
Firmine (a) Henriette (a) Aimable Henrie,France,400,307,,,0.23,,"Loréal, Désiré<br/> Lecour"
Flèche,France,217,179,,,,,
Heureuse Etoile,France,401,367,,,,,Gaspar
Jean-Baptiste,France,490,444,,,,,Moisan
Jeune Caroline,France,535,440,,,,,
Jules (a) Hirondelle,France,490,444,,,,,Cornillier
Louise,France,490,444,,,,,Devèze<br/> Auger
Minerve,France,535,440,,,,,
Navarois,France,140,127,,,,,"Halma, Nicolas Marie<br/> Durand"
Philémon (a) Zéphyr,France,311,256,,,,,Pelletier
Zéphyr,France,535,440,,,,,Juhé
Africain,France,490,444,,,,,"Gillet, Maurice"
Aimable Rose (a) Aimable Pauline,France,,,,,,,Claverie
Caroline,France,535,440,,,,,Bignoneau
Charles,France,535,440,,,,,Heuvrard
Deux Frères,France,50,40,,,0.2,,"Croce, Luigi<br/> Bazire"
Douceur,France,535,440,,,,,
Eclair,France,490,444,,,,,Daumont
Edouard (a) Opoubo,France,490,444,,,,,"Danthon, Thomas"
Entreprenant (a) Charlotte,France,535,440,,,,,Huret
Eugène (a) Evalina,France,307,277,,,,,Dessay
Fourmi (a) Irma,France,535,440,,,,,"Gauthier, Jacques-André<br/> Guillet"
Folie (a) Joséphine,France,127,114,,,,,Laporte
Jeune Créole,France,27,22,,,,,Morazzini
Légère (a) Jeune Anarchasis,France,535,440,,,,,Poussin<br/> Devèze
Lévrier,France,319,263,,,,,"Le Duc, Achille"
Martial (a) Jules (a) Sylphide,France,,,,,,,Heray
Mélanie,France,307,277,,,,,
Nelly,France,535,440,,,,,"Cadie, Jérome"
Sénégalais (a) Elodie,France,535,440,,,,,Halma
Alcyon,France,490,444,,,,,Bignoneau
Amis,France,490,444,,,,,Barbier
Céron,France,248,204,,,,,
César,France,535,440,,,,,Regnaudeau
Corine,France,100,90,,,,,"Deglanne, Jean (a) Dalans"
Cupidon,France,307,277,,,,,
Deux Soeurs,France,535,440,,,,,
Duc de Bordeaux,France,240,175,,,0.27,,Zignagua
Elisabeth,France,535,440,,,,,
Jeune Laure,France,535,440,,,,,Trelagner
Louise,France,535,440,,,,,
Philémon,France,283,256,,,,,Knell<br/> Mury
Rose,France,122,104,,,,,"Terrasse, Joseph"
Amis,France,267,220,,,,,Malescot
Auguste (a) Deux Frères,France,490,444,,,,,"Santuary, François Julien"
César (a) Guillaume (a) Gaspard,France,375,340,,,,,Aregneaudeau
Charles,France,490,444,,,,,"Jardin, G"
Edouard,France,490,444,,,,,"Scheult, C"
Eglantine,France,158,130,,,,,
Félix Chase,France,490,444,,,,,
Jean Joseph,France,376,335,,,,,
Jeanne,France,475,436,,,,,
Jenny,France,490,444,,,,,Chevalier
Jeune Orine,France,139,128,,,,,
Léonarde,France,,,,,,,Bardon
Marianne,France,535,440,,,,,
Pauline,France,168,151,,,,,"Martin, Jean"
Petit Ernest (a) Rose,France,119,100,,,,,"Landel, Joseph<br/> Fouïard"
Vigilante,France,307,277,,,,,
Virginie,France,490,444,,,,,Aubin
Caroline,France,51,51,,,0.0,,"Daniel, Jean Antoine"
Eliza,France,490,444,,,,,"Sayvrezis, Antoine"
Furet,France,490,444,,,,,"Bertrand, Pierre"
Hirondelle,France,,,,,,,Le Guen
Industrie,France,535,440,,,,,"Martin, Pierre"
Jeune Céline,France,490,444,,,,,"Chevalier, Jean-Baptiste"
Julius Thalès,France,331,300,,,,,"Robin, Pierre"
Louise,France,490,444,,,,,"Harouard, Eugène"
Lucile,France,411,369,,,,,Lucette<br/> Reliquet<br/> Diot
Romano,France,535,440,,,,,
Rubis,France,490,444,,,,63,"Hignard, Joseph<br/> Grellier, Pierre"
Vagabond,France,535,440,,,,,Damoiselle
Valentins,France,,,,,,,"N'Diaye, Jacques"
Aglaé,France,307,277,,,,,Goferteau
Emilie,France,535,440,,,,,"Canaud, Henry"
Louise,France,490,444,,,,,"Lahon, Léonard (a) Dormoy"
Voltigeur,Portugal,489,443,,,,,
Philanthrope,France,179,159,,,,,"Hay, Charles Thomas"
Luis d'Albuquerque,France,307,277,,,,,"Bellet, Emile Jean Jacques"
Sans souci,France,535,440,,,,,
Circonstance,France,352,352,,,,,"Enet, Jean-François"
Ida (a) Ilda,France,,,,,,,Rampal
Alexandre,France,535,440,,,,,
Emile,France,535,440,,,,,Lieutard
Francois Xavier,France,376,335,,,,,Moisant
Heloise,France,307,277,,,,,
Tourville,France,490,444,,,,,Foubert
Esperance,,330,264,,,,,
Mars,France,311,279,,,,,Raphael
Procès,,370,240,,,,,Cognard
Eglantine,France,307,277,,,,,
Hipolito (a) Hyppolite,France,155,139,,,,,"Gallon, Luis"
Fantasia (a) Lafontaine,France,310,279,,,,,"Cruveller, Teofilo (a) Cuvillier"
Tres Montes,France,136,119,,,,,"Cauton, Pedro Jose"
Feliz,France,259,213,,,,,"Bouche, Luis Maria Leon"
Constitucion,France,341,307,,,,,"Granell, Francisco"
Spirit (a) Esprit,France,259,227,,,,,"Ducase, Bernardo (a) Bernard Ducasse"
Christiansborg,Denmark,304,261,0.4636,0.2682,0.14,,
Fredensborg,Denmark,421,276,0.5615942,0.26811594,0.34441805,,"Ferentz, Johan Frantzen"
Rio Volta,Denmark,472,371,0.55526,0.2938,0.21,,
Accra,Denmark,429,427,0.57143,0.18033,0.0,,
Christiansborg,Denmark,592,552,0.52899,0.24457,0.07,,
Ningo,Denmark,475,438,0.44749,0.16438,0.08,,
Rio Volta,Denmark,469,391,0.43223,0.17391,0.17,,Hanmer
Fredensborg,Denmark,540,510,0.52745,0.2549,0.06,,"Ferentz, Johan Frantzen"
Kmhr Schack,Denmark,450,400,0.535,0.23,0.11,,
Christiansborg,Denmark,457,372,0.27151,0.23925,0.19,,
Accra,Denmark,592,327,0.37224,0.20505,0.45,,
Grev E Schimmelmann,Denmark,533,503,0.61351,0.25704,0.06,,
Upernavik,Denmark,215,203,0.26601,0.26108,0.06,,
Ningo,Denmark,483,458,0.33083,0.22932,0.05,,
Gregers Juel,Denmark,298,186,0.38172,0.16667,0.38,,
Julianehab,Denmark,302,288,,,0.05,,
Grev Moltke,Denmark,511,418,0.46651,0.22967,0.18,,
Gehr Stampe,Denmark,331,289,0.53474,0.27492,0.13,,
Rio Volta,Denmark,300,281,0.4484,0.29893,0.06,,
Gehr Stemann,Denmark,410,364,0.35345,0.28161,0.11,,
Gehr Guldberg,Denmark,250,147,0.43537,0.29932,0.41,,
Accra,Denmark,310,,,,,,
Upernavik,Denmark,197,193,0.34715,0.3886,0.02,,
Admiral Kaas,Denmark,314,308,0.62739,0.23567,0.02,,
St Thomas,Denmark,213,188,0.46479,0.42254,0.12,,
Kongenshab,Denmark,211,187,0.30806,0.44076,0.11,,
Prins af Bevern,Denmark,385,333,0.48649,0.22823,0.14,,
Christiansborg,Denmark,407,395,0.40052,0.23256,0.03,,Cock
General Huth,Denmark,260,158,0.27848,0.24684,0.39,,Koperholt
Grev E Schimmelmann,Denmark,352,296,0.35811,0.23649,0.16,,
Grev Thott,Denmark,286,253,,,0.12,,
Ningo,Denmark,425,405,0.48889,0.23457,0.05,,
Prins Frederiks Haab,Denmark,245,,,,,,
Grev Bernstorff,Denmark,196,115,0.44348,0.32174,0.41,,
Fredensborg,Denmark,290,229,0.48621,0.29655,0.21,,"Ferentz, Johan Frantzen"
Grev Moltke,Denmark,413,370,0.47568,0.24865,0.1,,
Julianehab,Denmark,237,210,0.56962,0.0,0.11,,
Kmhr Schack,Denmark,312,281,0.40214,0.24911,,,
Gehr Stampe,Denmark,310,,,,,,
Rio Volta,Denmark,350,314,0.50318,0.24204,0.1,,
Admiral Kaas,Denmark,425,361,0.51247,0.23546,0.15,,
Christiansborg,Denmark,452,406,0.39409,0.23645,0.102,72,"Berg, Jens Jensen"
Ada,Denmark,121,115,0.4087,0.23478,0.05,,
Ningo,Denmark,462,414,0.47585,0.21981,0.1,,
Julianehab,Denmark,410,377,0.42706,0.21485,0.08,,
Grev Moltke,Denmark,363,338,0.43195,0.28107,0.07,,
General Huth,Denmark,270,249,0.34137,0.31325,0.08,,
Admiral Kaas,Denmark,413,207,0.31401,0.31401,0.5,,
Fredensborg,Denmark,301,287,0.47038,0.32056,0.05,,Berg
Cron Printzen,Denmark,826,5,,,0.99,,"Madsen, Anders"
Københavns Børs,Denmark,506,280,0.29545,0.48485,0.45,,"Pietersen, Innes (a) Petersen, Jens"
Christianus Quintus (a) Christian V,Denmark,521,353,0.34844,0.50425,0.32,,"Grabner, Jürgen<br/> Hendriksen, Daniel"
Fredericus Quartus (a) Frederick IV,Denmark,542,238,0.30252,0.5,0.56,,"Pietersen, Innes (a) Petersen, Jens"
Christianus Quintus (a) Christian V,Denmark,349,295,0.42268,0.43299,0.15,,"Resen, Willem"
Nieuwe Claverblad,,350,300,0.6789,0.19266,,,"Klooster, Jan van de"
 ,,102,88,0.57303,0.1573,,,"Dames, Adriaan"
Europa,,126,108,0.71296,0.09259,,,"Roggestaert, J"
Christianus Quintus (a) Christian V,Denmark,447,393,0.53944,0.40712,0.12,,"Boomfeldt, N C"
Catharina,,103,84,0.39286,0.32143,,,"Grassilie, Jan (a) John Grazillier"
Rode Leeuw (a) Røde Løwe,,260,212,0.65566,0.14151,,,"Bogaart, Adriaan<br/> Freth, Hubert"
Vliegende Hert (a) Prinz Eugen,Denmark,370,313,0.72524,0.17252,,,"Vos, Jacob Centsen"
Twee Gebroeders (a) Zwei Bruder,"Hanse Towns, Brandenburg",56,48,0.4359,0.35897,,,"Thebeu, Pieter"
America,,245,200,0.67,0.13,,,"Nijse, David de"
Prins Eugenius (a) Prince Eugene,,626,253,,,,,"Schelstraate, Abraham<br/> Varene, Anthony"
America,,270,220,0.73113,0.11792,,,"Nijse, David de"
Gouden Leeuw,,219,200,0.6943,0.1399,,,"Jochems, Samuel"
Nieuwe Prins Eugenius (a) New Prince Eugene,,265,216,0.35514,0.26168,,,"Mugge, Bastiaan"
Popkensburg,,277,226,0.5354,0.13274,,,"Huijssen, Cornelis"
Cron Printz Christian (a) Cron Printzen,Denmark,171,153,0.43284,0.36567,0.11,,"Thomas, Jacob (Jacques)"
 ,,145,118,0.75455,0.06364,,,"Vallé, Jacob (a) Volle"
Cron Printz Christian,Denmark,216,164,0.63415,0.23171,0.24,,"Wærøe, Anders Pedersen"
Haabet Gally,Denmark,206,201,0.64563,0.27184,0.02,,Moth
Christiansborg,Denmark,415,351,0.64865,0.35135,0.15,,"Wærøe, Anders Pedersen"
Christiansborg,Denmark,283,207,0.52657,0.31401,0.27,153,"Foss<br/> Mathisen, Jurgen"
Haabet Gally,Denmark,238,217,0.57604,0.29032,0.09,,"Spang, Lor"
Unge Jomfrue (a) Vergo Juvenis,Denmark,47,32,0.38298,0.3617,0.32,,Allewelt
Haabet Gally,Denmark,126,126,0.5,0.35714,0.0,,"Hammer, Augustus H"
Haabet Gally,Denmark,55,55,0.38182,0.52727,0.0,60,"Hammer, Augustus H"
Grevinden af Laurvigen,Denmark,120,115,0.55833,0.40833,0.04,67,"Bagge, Cornelius"
Laarburg Gally,Denmark,443,244,0.5124,0.26446,0.45,,"Hammer, Augustus H<br/> Jaeger, Lor"
Grevinden af Laurvigen,Denmark,224,180,0.45556,0.41111,0.2,,"Bagge, Cornelius"
"Jomfruen (a) Conquerante, La",Denmark,150,108,,,0.28,,"Erichsen, Knud"
Laarburg Galley,Netherlands,11,10,,,,,
Grevinden af Laurvigen,,212,170,0.64118,0.20588,,,"Maarschalk, Cornelis (a) Marechal"
Grevinden af Laurvigen,Denmark,42,21,0.3,0.4,0.5,,"Holst, J N"
Laarburg Galley,Denmark,45,44,0.54545,0.27273,0.02,,"Ostbye, H."
Grevinden af Laurvigen,Denmark,53,51,0.37255,0.52941,0.04,,"Holst, J N"
Williamina Gally,,100,95,0.43158,0.42105,0.05,,"Pratt, B H"
Williamine Gally,Denmark,160,146,0.58219,0.26027,0.09,,"Pratt, B H"
Cron Printzens Ønske,Denmark,250,195,0.52308,0.30769,0.22,,"Seierõ, Abraham Jensen"
Sorgenfrey,Denmark,290,274,,,0.06,,"Boysen, D"
Princesse Sophia Magdalena,Denmark,300,278,0.41455,0.31273,0.07,,"Grönberg, J"
Jaegersborg,Denmark,334,160,0.48125,0.3875,0.52,,"Eriksen, Ole"
Vesuvius,Denmark,300,257,0.50397,0.2619,0.14,,"Corneliussen, H"
Sorgenfrey,Denmark,284,242,0.51064,0.37872,,,
Cron Printzens Ønske,Denmark,212,179,0.43671,0.33544,0.16,,"Reinholt, O"
Princesse Sophia Magdalena,Denmark,87,80,0.35065,0.2987,0.08,,Knie
Jaegersborg,Denmark,279,272,0.67658,0.30483,0.03,,"Eriksen, Ole"
Sorgenfrey,Denmark,150,133,0.43609,0.31579,0.11,,"Collin, P K"
Princesse Wilhelmina Carolina,Denmark,203,182,0.60894,0.32402,0.1,,"Hoyer, Nicolay"
Princesse Sophia Magdalena,Denmark,307,284,0.58363,0.28826,0.07,,"Samsoe, P C"
Jaegersborg,Denmark,312,231,0.49351,0.25108,0.26,,"Rasmussen, J"
Patientia,Denmark,275,146,0.4589,0.20548,0.47,,"Eriksen, Ole"
Wapen von Glückstadt (a) Deens Wapen,"Hanse Towns, Brandenburg",95,80,,,,,"Coerte, Huijbregt"
 ,Denmark,250,200,,,,,
Marschall Derfflinger,"Hanse Towns, Brandenburg",363,291,,,,,
 ,Great Britain,136,109,,,,,
Marschall Derfflinger,"Hanse Towns, Brandenburg",624,500,0.55172,0.44828,,,"Melter, Abraham"
Frederich III,"Hanse Towns, Brandenburg",807,630,,,,,"Lambrecht, Jacob"
Kurprinzessin,"Hanse Towns, Brandenburg",615,480,,,,,"Ypes, Wouter"
Anna,"Hanse Towns, Brandenburg",431,364,,,,,"Bruijne, Jacobus de"
Stadt Berlin (a) Stad Berlijn,"Hanse Towns, Brandenburg",182,154,,,,,
Frederich III,"Hanse Towns, Brandenburg",733,624,0.67394,0.29468,,,"Ypes, Wouter"
Jager (a) Hunter,,382,312,,,,,"Witte, Hendrik de"
Jager,,363,311,,,,,"Witte, Hendrik de"
Overwinning van Rijssel,,142,120,,,,,"Leijnse, Cornelis"
Zeelandia,,363,311,,,,,"Gommerts, Jochem"
 ,,290,245,,,,,"Roeland, Alexander"
Catharina Galeij,,300,254,,,,,"Gabion, Daniel"
Vaderland Getrouw,,49,42,,,,,"Moor, Jan de"
Gouden Appel,,468,403,,,,,"Vallé, Jacob (a) Volle"
Haabet Gally,Denmark,250,219,,,0.12,,"Spang, Lor."
Braambosch,,460,375,,,,,"Vergouw, Jan"
 ,,464,379,,,,,"Broeke, Abraham van de"
Young Knight,,162,130,,,,,"Jones, George"
Jonge Mathijs,,474,424,,,,,"Janssen, Carel"
Elisabeth Catharina,,22,18,,,,,"Eversen, Huybrecht"
Postillonen,Denmark,93,79,,,,,"Thorsen, A"
Cron Printzens Ønske,Denmark,338,224,,,0.34,,"Reinholt, O"
Christianus Quintus (a) Christian V,Denmark,373,318,0.49226,0.46749,,,"Maas, Hans Hansen<br/> Vogel, Joost von de<br/> Wærøe"
Fredericus Quartus (a) Frederick IV,Denmark,433,374,0.52103,0.35981,,,"Fijfe, Dirk"
 ,,112,85,,,,,
 ,,168,140,,,,,
Cron Printz Christian,Denmark,125,108,,,,,
Cron Printzens Ønske,Denmark,323,279,,,,,"Seierõ, Abraham Jensen"
Grevinden af Laurvigen,,,,,,,,"Holst, J N"
Cron Printzens Ønske,Denmark,289,262,,,,,"Knotzen, Johan Friderich"
Cron Printzens Ønske,Denmark,344,299,,,,,
Cron Printzens Ønske,Denmark,243,219,,,0.1,,"Grundt, J"
Haabet,Denmark,87,75,,,,,"Eriksen, Ole"
Jaegersborg,Denmark,136,118,,,,,
Jomfru Catharina,Denmark,220,190,,,,,
St Brigitte (a) St Birgitte,Denmark,339,293,,,,,
Debora(h),Denmark,228,197,,,,,"Mørch, B (a) Mørck, B"
Friderichs Haab,Denmark,375,324,,,,,"Hiørring, L"
Jaegersborg,Denmark,332,287,,,,,
Christiansborg,Denmark,245,224,,,0.09,,
Eleonora,Denmark,171,159,,,0.07,60,Thadsen
Fredensborg,Denmark,265,235,0.59623,0.29434,0.11,79,"Kionig, Espen<br/> Ferentz, Johan Frantzen"
Christiansborg,Denmark,323,288,,,0.11,124,
Christiansborg,Denmark,267,246,,,0.08,73,Berke
Christiansborg,Denmark,332,253,,,0.24,99,"Ferentz, Johan Frantzen"
Ada,,166,146,,,0.12,,
Ada,Denmark,221,135,,,0.39,,
Ada,,145,142,,,0.02,,
Eleonora,Denmark,218,207,,,0.05,,
Gregers Juul,Denmark,205,188,,,,,"Waaben, Lorentz"
Julianne Haab,Denmark,310,266,,,,,Hammer
Juliana,Denmark,,,,,,,Hammer
Gregers Juul,Denmark,322,311,,,0.03,,Hammer
Martha Magdalene,Denmark,137,125,,,0.09,,Peterson
Fraternité,Denmark,384,315,,,,,
Hertug Ferdinand,Denmark,311,266,,,,,
Gregers Juul,Denmark,311,266,,,,,Scandorph
Jomfrue Anna Maria,Denmark,343,292,,,0.15,,
Wilhelmina Margaretta van Steeman,Denmark,303,279,,,,,
Wilhelmina Margaretta van Steeman,Denmark,303,279,,,,,
Betsy,Denmark,100,90,,,,,
Three Friends,Denmark,100,90,,,,,
Vlytigheiden,Denmark,158,143,,,,,
Lindeman,Denmark,100,90,,,,,
Polly,Denmark,148,134,,,,,
Valentine,Denmark,87,79,,,,,
Generalinde Schimmelman,Denmark,264,238,,,,,
Little Joseph,Denmark,158,143,,,,,
Magdalena and Eliza,Denmark,81,73,,,,,
Africaner,Denmark,158,143,,,,,
Frau Margaretha,Denmark,158,143,,,,,
Jeanette,Denmark,158,143,,,,,
Valentine,Denmark,71,64,,,,,
Bella,Denmark,61,55,,,,,
Nancy,Denmark,111,100,,,,,
Africaneren,Denmark,158,143,,,,,
Commercen,Denmark,100,90,,,,,
Harriet,Denmark,59,53,0.82609,0.17391,,,"Packard, Nathaniel"
Harriet,Denmark,63,57,0.66038,0.15094,,,"Packard, Nathaniel"
Rachel,Denmark,158,143,,,,,
Little Mary,Denmark,158,143,,,,,
Oxholm,Denmark,100,90,,,,,
Magdalena and Eliza,Denmark,112,101,,,,,
Kongen af Asante,Denmark,342,309,,,,,
Bien,Denmark,63,57,,,,,
Norge,Denmark,39,35,,,,,
Albertine Wilhelmine,Denmark,158,143,,,,,
Brodrene,Denmark,100,90,,,,,
Vlytigheiden,Denmark,158,143,,,,,
General Malville,Denmark,100,90,,,,,
Favorite,Denmark,66,60,,,,,
Favorite,Denmark,100,90,,,,,
Favorite,Denmark,100,90,,,,,
Catharina,Denmark,158,143,,,,,
Hoffnung,Denmark,158,143,,,,,
Kongen af Asante,Denmark,158,143,,,,,
General Myhlenfels,Denmark,100,90,,,,,
Generalinde Schimmelman,Denmark,158,143,,,,,
Tiger,Denmark,100,90,,,,,
Nonesuch,Denmark,103,93,,,,,
Venner,Denmark,96,87,,,,,
Eleonora,Denmark,160,138,,,,,Fingast
Neptune,Denmark,100,90,,,,,
Elizabeth,Denmark,158,143,,,,,
Flitigheiden,Denmark,158,143,,,,,
Sigismund,Denmark,158,143,,,,,
Stanislaus,Denmark,158,143,,,,,
Favorite,Denmark,95,86,,,,,
Favorite,Denmark,100,90,,,,,
Elizabeth,Denmark,158,143,,,,,
Fortuna,Denmark,100,90,,,,,
Haabet,Denmark,139,17,0.73786,0.07767,,,"Boyson, August"
Altona,Denmark,100,90,,,,,
Haabet,Denmark,100,90,,,,,
Frau Cornelia,Denmark,158,143,,,,,
Stanislaus,Denmark,158,143,,,,,
Albertine Wilhelmine,Denmark,158,143,,,,,
Flying Fish,Denmark,102,89,0.76923,0.12821,,,"Landell, John"
Freie Eckhart,Denmark,100,90,,,,,
Magdalena and Eliza,Denmark,100,90,,,,,
Magdalena and Eliza,Denmark,100,90,,,,,
Charlotte,Denmark,155,140,0.71429,0.25,,,Baleguer
Little James,Denmark,100,90,,,,,
Two Sisters,Denmark,158,143,,,,,
Albert,Denmark,158,143,,,,,
Robust,Denmark,158,143,,,,,
Volta,Denmark,148,134,0.7479,0.10084,,,Miers
Nonesuch,Denmark,100,90,,,,,
Wilhemine Margrethe von Stemann,Denmark,158,143,,,,,
Bimbia,Denmark,158,143,,,,,
Favorite,Denmark,61,55,,,,,
Kongen af Asante,Denmark,266,240,,,,,
Hoffnung,Denmark,158,143,,,,,
Englecke,Denmark,221,170,,,,,
Two Sisters,Denmark,100,90,,,,,
Den Redelige Handler,Denmark,100,90,,,,,
Kronprinc Marie,Denmark,409,369,,,,,
Carl Wilhelm,Denmark,100,96,0.68132,0.24176,0.04,,Borgsen
Albertine Wilhelmine,Denmark,100,90,,,,,
Johanne Magdalena,Denmark,100,90,,,,,
Venskab,Denmark,163,147,,,,,
Sally,Denmark,91,87,0.59722,0.36111,,,Hinson
Venner,Denmark,100,90,,,,,
Nonesuch,Denmark,27,24,,,,,
Nonesuch,Denmark,100,90,,,,,
Haabet,Denmark,186,63,,,0.66,,
Harriet,Denmark,100,90,,,,,
Fortuna,Denmark,100,90,,,,,
Betsy,Denmark,100,90,,,,,
Catharina,Denmark,86,78,,,,,
Frederich III,"Hanse Towns, Brandenburg",700,619,,,0.12,,
Catharina,Denmark,70,63,,,,,
Von Holten,Denmark,53,48,,,,,
American,Denmark,100,90,,,,,
Martha Magdalena,Denmark,158,143,,,,,
Louisiana,Denmark,82,71,,,,55,"Eden, Daniel"
Anna,Denmark,100,90,,,,,
Experiment,Denmark,158,143,,,,,
Sally,Denmark,134,121,0.62727,0.24545,,,"Lundell, J"
Friendship,Denmark,140,114,,,,,
Charlotte Sophia,Denmark,158,143,,,,,
Martha Magdalena,Denmark,158,143,,,,,
Samuel,Denmark,100,90,,,,,
Jenny,Denmark,158,143,,,,,
Silenus,Denmark,158,143,,,,,
Charlotte Sophia,Denmark,158,143,,,,,
Nicoline,Denmark,158,143,,,,,
Frau Anna,Denmark,158,143,,,,,
Africaner,Denmark,158,143,,,,,
Jenny,Denmark,158,143,,,,,
Friendship,Denmark,158,143,,,,,
Africaner,Denmark,158,143,,,,,
Martha Magdalena,Denmark,158,143,,,,,
Sally,Denmark,316,260,,,,,
Mercurius,Denmark,73,62,,,,,
Jomfrue Sus. Jacobe,Denmark,224,187,,,,,
Charming Elizabeth,Denmark,248,207,,,,,
Dolphin,Denmark,62,52,,,,,
Ebenezer (a) Eben Etzer,Denmark,140,117,,,,,
Landets Ønske,Denmark,341,286,,,,,
St Croix,Denmark,252,218,,,,,"Höyer, Nicolay"
St Thomas,Denmark,273,227,,,,,"Höyer, Christian"
Immanuel (a) Emmanuel,Denmark,273,236,,,,,
 ,Denmark,293,244,,,,,"Daninka, Manuel"
 ,Denmark,257,214,,,,,"Thumbson, Alex"
St Thomas,Denmark,342,285,,,,,
Aletta,Denmark,484,403,,,,,
St  Brigitte (a) St Birgitte,Denmark,186,161,,,,,"Selvaag, Ole (a) Selvig, Ole"
Fortet Christiansborg,Denmark,196,164,,,,,"Mørck, B (a) Mørch, B"
Aletta,Denmark,283,255,,,,,
Montaguerre,Denmark,244,203,,,,,
Ada,Denmark,164,162,,,0.01,,
Miere,Denmark,262,220,,,,,
Bon Fils,Denmark,235,197,,,,,
Montaguerre,Denmark,369,310,,,,,
Brison,Denmark,196,164,,,,,
Langlois,Denmark,255,214,,,,,
Berthaud,Denmark,207,174,,,,,
Fortuna,Denmark,111,93,,,,,
Upernavik,Denmark,197,193,0.34715,0.3886,0.02,,
Rode Leeuw (a) Røde Løwe,,376,318,,,,,
St Brigitte (a) St Birgitte,Denmark,281,233,,,,,"Eriksen, Ole"
Christiansborg,Denmark,335,278,,,,,
Friderichs Haab,Denmark,298,248,,,,,"Hiørring, L"
Ada,,201,184,,,0.08,,
Betsy,,94,77,,,,,
Lindeman,U.S.A.,118,96,0.45,0.425,,,"Mclaurin, Alexander"
Friends,Denmark,149,126,,,,,
Eleonore,Denmark,310,266,,,,,
Grev. Scheel,Denmark,310,266,,,,,
Printz af Bevern,Denmark,310,266,,,,,
Enigheden,Denmark,253,215,,,,,
Ada,Denmark,310,266,,,,,
Reventlow,Denmark,310,266,,,,,
General Huth,Denmark,310,266,,,,,
Neptunus,Denmark,180,179,,,0.01,65,"Brun, Hans"
D'Elmina Pacquet,Sweden,285,232,,,,,"Dreewes, Martin"
Sweriges Wapen,Sweden,191,176,,,,50,"Brink, Abraham"
Vlytigheiden,Denmark,273,236,,,,,Frederick
Maria Clara,Denmark,162,146,0.28082,0.45205,,,Rohloff<br/> Wolkerr
Cronburgh,Denmark,295,255,0.5443,0.36287,,,Elster
Christiansborg,Denmark,273,250,,,,,
Prins van Deenmarcken,Denmark,392,320,,,,,"Honnich, Maarten"
 ,Denmark,251,174,,,,,"Willekes, Thieleman"
St Jakob?,,373,299,,,,,
Gyldenløwe,Denmark,243,195,,,,,
Hummingbird,U.S.A.,140,125,,,,,"Holland, Thom"
Phillipsburgh,U.S.A.,150,128,,,,,"Jarrett, Allan"
Royal Africa,U.S.A.,81,67,,,,,"Hester, James"
,U.S.A.,151,126,,,,,"Clark, Jeremiah (?)"
 ,U.S.A.,140,120,,,,,"Thurston, Jonath."
 ,U.S.A.,149,126,,,,,Thurston
 ,U.S.A.,118,103,,,,,Scott
Charming Betty,U.S.A.,149,126,,,,,"Scott, George"
 ,U.S.A.,149,126,,,,,"Malbone, Matthew"
Little George,U.S.A.,96,,1.0,0.0,,,"Scott, George"
 ,U.S.A.,120,107,,,,,Perkins
 ,U.S.A.,149,126,,,,,Knox
 ,U.S.A.,149,126,,,,,Wickham
